CustomerName                                                                                         Sales_2014M1                            Sales_2014M2                            Sales_2014M3                            Sales_2014M4                            Sales_2014M5                            Sales_2014M6                            Sales_2014M7                            Sales_2014M8                            Sales_2014M9                            Sales_2014M10                           Sales_2014M11                           Sales_2014M12
Wingtip Toys (Key Biscayne, FL)                                                                      2725.65                                 0.00                                    1361.60                                 5136.15                                 29049.90                                0.00                                    484.50                                  4060.20                                 0.00                                    7657.80                                 10087.50                                2921.20
Wingtip Toys (Knights Landing, CA)                                                                   6769.00                                 2866.00                                 9273.25                                 8949.15                                 3264.00                                 3072.50                                 13413.80                                11138.00                                11481.00                                9162.80                                 18975.50                                11518.00
Wingtip Toys (Lake Davis, CA)                                                                        8249.00                                 1058.00                                 11694.60                                12974.00                                7088.00                                 1206.00                                 0.00                                    9732.00                                 17228.50                                7634.00                                 4410.50                                 21128.80
Wingtip Toys (Lake Ronkonkoma, NY)                                                                   2676.50                                 0.00                                    2785.00                                 3613.00                                 8647.40                                 7800.00                                 525.00                                  0.00                                    7390.50                                 5130.25                                 2370.50                                 5520.00
Wingtip Toys (Leathersville, GA)                                                                     20769.80                                4668.00                                 0.00                                    2680.00                                 1762.00                                 1398.00                                 0.00                                    4414.80                                 4150.00                                 3322.40                                 2739.20                                 760.40
Wingtip Toys (Lexington Heights, MI)                                                                 11218.70                                208.00                                  0.00                                    328.00                                  4545.00                                 4188.40                                 17782.40                                357.50                                  18359.60                                1208.00                                 11258.00                                13058.00
Wingtip Toys (Liberty Grove, MD)                                                                     5956.75                                 3923.00                                 6249.00                                 3872.00                                 3072.00                                 8411.00                                 1047.60                                 3903.00                                 0.00                                    21343.80                                11250.00                                1424.80
Wingtip Toys (Licking, MO)                                                                           5650.00                                 4030.00                                 3206.50                                 5073.00                                 4271.20                                 3158.00                                 0.00                                    0.00                                    462.00                                  3182.00                                 2711.00                                 7416.20
Wingtip Toys (Lilbourn, MO)                                                                          596.55                                  2308.25                                 0.00                                    6681.00                                 0.00                                    1777.00                                 14177.00                                7532.60                                 1983.60                                 311.00                                  16784.00                                8564.00
Wingtip Toys (Lime Lake, NY)                                                                         643.60                                  3867.00                                 5652.50                                 1512.00                                 6980.00                                 20923.00                                16939.40                                870.50                                  0.00                                    3045.00                                 3577.80                                 916.20
Wingtip Toys (Lost River, ID)                                                                        19745.80                                272.00                                  3430.00                                 17234.00                                10746.00                                656.40                                  403.00                                  7326.00                                 12991.00                                403.00                                  2780.00                                 0.00
Wingtip Toys (Lostine, OR)                                                                           0.00                                    883.00                                  2471.80                                 7060.60                                 3900.40                                 5026.70                                 11249.15                                0.00                                    2146.00                                 2578.00                                 2675.70                                 6115.45
Wingtip Toys (Lowellville, OH)                                                                       9320.40                                 9821.00                                 8761.00                                 120.80                                  3972.00                                 10765.60                                2831.50                                 3148.00                                 5591.85                                 3594.00                                 8245.00                                 10283.80
Wingtip Toys (Lucasville, OH)                                                                        6398.80                                 6761.00                                 4733.70                                 9021.00                                 0.00                                    8493.55                                 3124.40                                 3287.05                                 6228.00                                 11350.00                                15323.00                                9114.80
Wingtip Toys (Lynne, FL)                                                                             13062.00                                1640.00                                 1238.40                                 5760.40                                 15552.70                                1334.25                                 7751.05                                 0.00                                    11315.60                                6650.00                                 6096.00                                 8890.00
Wingtip Toys (Lytle, TX)                                                                             12744.70                                2824.10                                 4281.80                                 3482.00                                 17699.90                                3276.20                                 6107.80                                 3355.00                                 1998.00                                 6822.60                                 0.00                                    9080.50
Wingtip Toys (Mahaffey, PA)                                                                          15748.90                                7171.00                                 10783.00                                6216.20                                 0.00                                    7727.20                                 5066.00                                 13410.00                                16483.80                                5869.45                                 9835.00                                 6526.00
Wingtip Toys (Marfa, TX)                                                                             13927.40                                5430.00                                 1922.00                                 7923.20                                 9598.70                                 2712.00                                 321.00                                  0.00                                    4776.50                                 8030.00                                 4954.40                                 20959.80
Wingtip Toys (Marin City, CA)                                                                        6665.10                                 10563.00                                1457.00                                 7703.00                                 6492.50                                 2175.00                                 0.00                                    7801.45                                 11956.00                                1296.00                                 0.00                                    5141.00
Wingtip Toys (Marion Junction, AL)                                                                   4955.00                                 18531.25                                3662.00                                 12129.60                                3150.50                                 3434.60                                 4079.75                                 5378.00                                 11271.00                                2694.50                                 60.00                                   665.45
Wingtip Toys (Mauldin, SC)                                                                           1003.00                                 5854.00                                 13172.40                                3686.00                                 0.00                                    1290.00                                 2730.50                                 7033.00                                 6438.60                                 1915.00                                 3611.00                                 1700.70
Wingtip Toys (Mayhill, NM)                                                                           5415.00                                 17148.15                                0.00                                    0.00                                    4876.00                                 3887.40                                 1080.00                                 4656.50                                 6352.25                                 10544.60                                16107.00                                23978.00
Wingtip Toys (McAdenville, NC)                                                                       15441.50                                502.20                                  0.00                                    5198.80                                 13176.00                                4564.80                                 8971.80                                 1757.00                                 4575.00                                 1781.75                                 8772.00                                 2009.50
Wingtip Toys (Mendoza, TX)                                                                           6220.00                                 4247.50                                 3312.00                                 18087.00                                2501.60                                 8677.50                                 2646.50                                 3681.40                                 5533.00                                 10276.40                                7725.00                                 2894.20
Wingtip Toys (Mickleton, NJ)                                                                         0.00                                    6179.90                                 1538.00                                 1457.00                                 5670.90                                 14215.00                                24664.80                                11106.65                                13183.50                                11726.55                                3855.25                                 21046.05
Wingtip Toys (Mier, IN)                                                                              4202.50                                 0.00                                    7015.05                                 16136.00                                1531.50                                 7701.60                                 750.80                                  1710.00                                 0.00                                    9432.75                                 5619.00                                 5929.75
Wingtip Toys (Miesville, MN)                                                                         17719.00                                7778.20                                 5604.50                                 2826.00                                 8566.00                                 692.00                                  8051.60                                 9168.00                                 1600.00                                 3249.80                                 4494.40                                 11473.00
Wingtip Toys (Molalla, OR)                                                                           12016.45                                4245.00                                 13607.10                                5419.50                                 6564.75                                 6453.50                                 4347.20                                 0.00                                    9139.00                                 8866.00                                 5670.00                                 8697.00
Wingtip Toys (Montoya, NM)                                                                           1022.00                                 0.00                                    761.00                                  4634.70                                 641.00                                  2080.00                                 6980.80                                 16000.00                                0.00                                    7780.50                                 7917.00                                 684.00
Wingtip Toys (Mooringsport, LA)                                                                      10406.00                                6142.05                                 4875.00                                 15667.95                                233.40                                  15375.20                                7279.00                                 16106.00                                7140.80                                 16553.00                                5829.95                                 2430.00
Wingtip Toys (Morita, TX)                                                                            5188.00                                 0.00                                    2166.80                                 958.80                                  21267.60                                843.00                                  17223.00                                687.00                                  1490.35                                 10518.60                                3838.00                                 1403.00
Wingtip Toys (Morrison Bluff, AR)                                                                    7065.40                                 4922.00                                 1080.00                                 18004.25                                2930.90                                 18252.75                                3762.00                                 2868.00                                 15658.00                                0.00                                    23294.70                                5036.25
Wingtip Toys (Morton Grove, IL)                                                                      3653.00                                 2253.85                                 10145.75                                12443.80                                0.00                                    2517.00                                 1577.00                                 6096.75                                 11894.00                                0.00                                    15213.00                                1305.00
Wingtip Toys (Mount Summit, IN)                                                                      4074.40                                 2095.00                                 0.00                                    1300.20                                 6450.40                                 10424.20                                530.00                                  1953.00                                 8797.20                                 5947.00                                 1117.00                                 1124.00
Wingtip Toys (Munich, ND)                                                                            9213.50                                 19391.70                                5070.40                                 21673.90                                4964.00                                 5397.20                                 0.00                                    0.00                                    7101.00                                 8547.50                                 9690.00                                 2707.40
Wingtip Toys (Naches, WA)                                                                            2154.00                                 669.90                                  16140.20                                14613.00                                10446.20                                5374.00                                 10813.75                                1218.90                                 0.00                                    0.00                                    9544.00                                 4488.50
Wingtip Toys (Necedah, WI)                                                                           4950.05                                 10962.85                                7666.00                                 12076.00                                793.50                                  7021.00                                 3458.00                                 1296.00                                 9746.60                                 3726.40                                 12786.00                                17205.20
Wingtip Toys (New Laguna, NM)                                                                        1583.50                                 13630.60                                558.50                                  0.00                                    5914.60                                 1871.00                                 12441.00                                0.00                                    3426.55                                 5519.00                                 11599.00                                4804.80
Wingtip Toys (Nichols Hills, OK)                                                                     491.50                                  3122.00                                 11727.40                                16642.00                                38283.20                                0.00                                    0.00                                    0.00                                    1890.00                                 6764.00                                 3711.00                                 1428.00
Wingtip Toys (North Beach Haven, NJ)                                                                 825.00                                  12996.45                                3312.20                                 15454.70                                7447.75                                 11498.50                                5769.40                                 2740.65                                 15849.50                                6685.50                                 1041.60                                 2249.60
Wingtip Toys (North Manitou, MI)                                                                     750.00                                  907.80                                  4871.00                                 3060.00                                 1319.00                                 4392.00                                 929.00                                  5158.00                                 0.00                                    18937.00                                1425.00                                 1145.00
Wingtip Toys (Nuangola, PA)                                                                          5445.00                                 4722.90                                 15619.60                                5981.70                                 348.00                                  625.00                                  1900.00                                 5728.60                                 0.00                                    5328.00                                 0.00                                    3302.60
Wingtip Toys (Oak Point, TX)                                                                         16771.00                                8123.55                                 1782.50                                 16896.00                                2188.00                                 2976.00                                 17052.50                                1507.70                                 12047.80                                5229.00                                 37835.00                                1276.00
Wingtip Toys (Obetz, OH)                                                                             21096.75                                4779.00                                 480.00                                  0.00                                    1633.00                                 8832.10                                 10913.00                                834.00                                  5423.00                                 3175.00                                 5165.00                                 869.00
Wingtip Toys (Obion, TN)                                                                             2918.40                                 1976.45                                 9799.00                                 12111.00                                5477.50                                 5564.60                                 10852.85                                1699.20                                 0.00                                    8354.20                                 3980.20                                 34425.25
Wingtip Toys (Omer, MI)                                                                              28625.00                                7101.00                                 6738.40                                 16172.00                                7837.25                                 1185.00                                 3954.00                                 8427.00                                 0.00                                    8900.00                                 4331.00                                 1299.40
Wingtip Toys (Oologah, OK)                                                                           7937.60                                 1245.20                                 4900.80                                 3204.80                                 5525.00                                 16626.80                                11058.00                                4825.20                                 9764.20                                 2854.40                                 5336.80                                 5745.50
Wingtip Toys (Orick, CA)                                                                             7070.50                                 1042.60                                 1848.80                                 8465.00                                 4373.80                                 6070.80                                 16486.50                                0.00                                    11661.50                                2895.85                                 4255.00                                 1289.75
Wingtip Toys (Ovilla, TX)                                                                            4903.05                                 1610.25                                 0.00                                    14604.20                                4275.00                                 4739.20                                 2514.60                                 2237.00                                 5310.50                                 6295.20                                 363.00                                  503.00
Wingtip Toys (Palmas del Mar, PR)                                                                    7262.15                                 36806.60                                789.00                                  0.00                                    7947.55                                 3120.00                                 0.00                                    1873.00                                 1199.20                                 20333.70                                659.25                                  4865.05
Wingtip Toys (Paw Paw Lake, MI)                                                                      14219.50                                5506.00                                 7800.15                                 14304.20                                5091.90                                 674.00                                  9812.00                                 24834.00                                17339.45                                2879.00                                 1768.00                                 1475.00
Wingtip Toys (Pawlet, VT)                                                                            273.00                                  12998.50                                230.00                                  0.00                                    10039.00                                4125.00                                 0.00                                    11014.00                                3866.00                                 2806.00                                 4123.00                                 1852.25
Wingtip Toys (Penns Creek, PA)                                                                       4281.00                                 5819.00                                 0.00                                    928.00                                  2342.00                                 350.00                                  26443.00                                521.00                                  14424.00                                15288.90                                14420.20                                4580.00
Wingtip Toys (Philip, SD)                                                                            4508.00                                 15387.20                                5197.00                                 14028.00                                0.00                                    1646.00                                 10007.80                                1271.80                                 10655.00                                4939.25                                 3409.00                                 1341.00
Wingtip Toys (Pikeview, CO)                                                                          7620.95                                 9592.80                                 3790.60                                 8118.40                                 1073.40                                 6870.00                                 9945.45                                 7096.00                                 1888.00                                 33491.10                                17530.10                                7721.00
Wingtip Toys (Plaquemine, LA)                                                                        3232.00                                 1958.50                                 11027.90                                3540.15                                 2553.60                                 7069.20                                 6585.00                                 17702.10                                4261.15                                 12276.60                                11160.00                                8303.00
Wingtip Toys (Plata, TX)                                                                             2100.50                                 13181.00                                5472.20                                 15204.00                                18236.05                                7069.00                                 6624.00                                 33492.80                                2044.35                                 0.00                                    21593.00                                3798.40
Wingtip Toys (Plum Branch, SC)                                                                       2155.40                                 3347.00                                 12670.20                                22971.20                                7878.50                                 3882.50                                 8337.70                                 0.00                                    6360.05                                 7976.70                                 4914.40                                 6483.70
Wingtip Toys (Port Hueneme, CA)                                                                      2724.00                                 0.00                                    14013.40                                13369.50                                394.40                                  2273.00                                 18999.00                                0.00                                    722.00                                  0.00                                    3726.90                                 6090.40
Wingtip Toys (Portales, NM)                                                                          2654.00                                 1731.55                                 11901.80                                1522.80                                 5056.60                                 0.00                                    3607.80                                 5868.50                                 1110.00                                 2789.20                                 5368.60                                 1113.40
Wingtip Toys (Queen Valley, AZ)                                                                      20822.10                                329.50                                  5642.75                                 13402.70                                2074.80                                 3985.80                                 561.60                                  0.00                                    6213.50                                 12740.60                                9133.00                                 9231.40
Wingtip Toys (Raton, NM)                                                                             3398.90                                 0.00                                    11713.60                                2061.30                                 5760.60                                 2210.00                                 735.40                                  2300.00                                 10979.60                                1912.00                                 4452.75                                 24029.40
Wingtip Toys (Rich Creek, VA)                                                                        4672.00                                 6134.75                                 4897.30                                 6386.00                                 6664.00                                 11417.00                                9661.00                                 521.00                                  1700.75                                 5042.00                                 6151.30                                 4894.75
Wingtip Toys (Ridgemark, CA)                                                                         0.00                                    3345.25                                 2947.00                                 256.00                                  15240.50                                6627.50                                 4009.50                                 6838.00                                 1736.60                                 10870.00                                4886.00                                 12042.50
Wingtip Toys (Robertsdale, AL)                                                                       5782.00                                 26.00                                   4170.00                                 14350.30                                1266.50                                 2629.00                                 775.00                                  8711.50                                 12669.60                                3526.25                                 2874.50                                 4725.00
Wingtip Toys (Rockwall, TX)                                                                          0.00                                    3570.50                                 1601.00                                 5738.00                                 2406.40                                 4695.25                                 2499.20                                 6690.25                                 5522.00                                 13218.80                                2067.00                                 22518.00
Wingtip Toys (Rosa Sánchez, PR)                                                                      5554.00                                 4175.00                                 600.00                                  3130.60                                 10132.00                                10673.20                                9980.25                                 961.80                                  3973.00                                 0.00                                    12468.30                                0.00
Wingtip Toys (Rose Tree, PA)                                                                         9658.90                                 1436.00                                 4004.80                                 0.00                                    4510.00                                 13287.00                                10343.20                                16475.00                                0.00                                    955.00                                  6776.00                                 20075.00
Wingtip Toys (Ruthsburg, MD)                                                                         3288.00                                 5390.20                                 7937.00                                 6885.00                                 3248.80                                 8293.25                                 0.00                                    5729.60                                 11467.10                                1235.40                                 406.00                                  11599.70
Wingtip Toys (Saint Landry, LA)                                                                      2339.00                                 6677.70                                 1217.00                                 4090.00                                 600.60                                  2532.00                                 27063.25                                1513.00                                 1863.00                                 23980.40                                0.00                                    4630.95
Wingtip Toys (Salt Wells, NV)                                                                        15873.35                                10954.00                                15698.00                                7215.65                                 13277.00                                4286.00                                 891.30                                  3225.50                                 2340.60                                 5511.55                                 322.00                                  16767.40
Wingtip Toys (San Jacinto, CA)                                                                       20620.50                                36472.30                                20798.60                                22774.00                                8729.30                                 7498.50                                 17107.00                                665.50                                  662.00                                  2595.00                                 10327.50                                7082.90
Wingtip Toys (Sarversville, PA)                                                                      4889.10                                 2742.00                                 15193.20                                17600.60                                11974.00                                11678.00                                0.00                                    5765.00                                 5101.00                                 4177.75                                 7465.25                                 2977.00
Wingtip Toys (Sayner, WI)                                                                            743.00                                  3389.60                                 4077.75                                 8494.40                                 7479.00                                 10452.20                                2230.00                                 11689.60                                255.00                                  2435.00                                 10209.20                                2375.00
Wingtip Toys (Schererville, IN)                                                                      0.00                                    16338.00                                8531.60                                 10156.30                                12140.50                                673.00                                  5559.00                                 7723.00                                 12397.00                                8831.50                                 1610.00                                 20809.00
Wingtip Toys (Shay, PA)                                                                              0.00                                    6736.50                                 2063.00                                 0.00                                    7522.50                                 2912.00                                 23351.00                                2610.60                                 1089.00                                 2998.80                                 1990.00                                 18787.80
Wingtip Toys (Silver Plume, CO)                                                                      4787.30                                 15506.00                                4201.80                                 3304.50                                 12272.05                                3854.25                                 3404.70                                 6626.40                                 1570.80                                 2609.00                                 3521.00                                 8859.00
Wingtip Toys (Smoot, WY)                                                                             7741.00                                 4461.20                                 7695.70                                 3087.10                                 2223.00                                 982.00                                  1798.25                                 9904.00                                 35626.55                                3114.95                                 2592.00                                 6364.60
Wingtip Toys (Stanardsville, VA)                                                                     4975.00                                 13950.75                                5898.00                                 6747.50                                 14596.10                                13265.50                                6071.00                                 732.00                                  9591.80                                 12888.20                                1986.00                                 3859.80
Wingtip Toys (Stoneboro, PA)                                                                         17134.00                                3198.00                                 4789.40                                 6323.40                                 0.00                                    2296.00                                 15168.00                                15081.40                                3066.25                                 930.00                                  16625.45                                20685.80
Wingtip Toys (Straughn, IN)                                                                          4019.00                                 5710.10                                 720.40                                  6433.00                                 13847.00                                2820.00                                 4739.60                                 7830.70                                 1650.00                                 12926.80                                1132.00                                 580.00
Wingtip Toys (Sunburg, MN)                                                                           4627.00                                 18174.85                                1222.20                                 2130.00                                 4343.00                                 1871.00                                 14992.00                                7137.00                                 1047.00                                 3817.00                                 11464.00                                9162.70
