CustomerName                                                                                         Sales_2013M1                            Sales_2013M2                            Sales_2013M3                            Sales_2013M4                            Sales_2013M5                            Sales_2013M6                            Sales_2013M7                            Sales_2013M8                            Sales_2013M9                            Sales_2013M10                           Sales_2013M11                           Sales_2013M12
Wingtip Toys (Floriston, CA)                                                                         15610.65                                6373.00                                 437.50                                  1456.00                                 13583.60                                15914.90                                0.00                                    4368.00                                 578.00                                  14315.90                                4678.20                                 2675.40
Wingtip Toys (Frenchburg, KY)                                                                        1292.20                                 3414.00                                 6036.65                                 16777.20                                8276.00                                 3820.00                                 0.00                                    4983.75                                 2592.00                                 4388.00                                 4961.50                                 3994.25
Wingtip Toys (Gargatha, VA)                                                                          3078.80                                 3431.50                                 0.00                                    2675.00                                 3743.80                                 2266.00                                 5530.00                                 10066.00                                9658.50                                 15357.00                                2454.50                                 0.00
Wingtip Toys (Gilford, NH)                                                                           0.00                                    5921.00                                 3878.75                                 10077.15                                1680.00                                 13941.50                                4580.00                                 2967.60                                 565.00                                  4789.40                                 1330.50                                 5441.00
Wingtip Toys (Glancy, MS)                                                                            172.00                                  16229.00                                14236.10                                11195.75                                329.00                                  7393.00                                 7731.05                                 1719.00                                 864.00                                  3621.60                                 2056.00                                 3063.50
Wingtip Toys (Glen Ullin, ND)                                                                        4974.50                                 0.00                                    2264.00                                 1688.40                                 8631.50                                 354.40                                  4661.00                                 6307.00                                 4745.50                                 1536.00                                 1648.40                                 8600.75
Wingtip Toys (Goodings Grove, IL)                                                                    13240.00                                326.00                                  3720.00                                 9839.00                                 12926.20                                7124.20                                 5154.70                                 2500.80                                 0.00                                    1429.00                                 3505.00                                 0.00
Wingtip Toys (Grabill, IN)                                                                           6972.40                                 7682.00                                 5756.20                                 2411.50                                 15681.50                                440.00                                  8143.70                                 3709.40                                 4504.80                                 9463.20                                 13973.55                                7687.20
Wingtip Toys (Griswoldville, GA)                                                                     1730.60                                 6848.60                                 599.40                                  1615.40                                 3087.00                                 6401.00                                 3611.00                                 3553.00                                 992.00                                  1396.40                                 9811.95                                 2661.00
Wingtip Toys (Harkers Island, NC)                                                                    8521.80                                 3408.00                                 1520.60                                 11561.15                                267.00                                  4338.00                                 19511.80                                20417.35                                4913.50                                 13151.20                                9019.20                                 3522.00
Wingtip Toys (Haycock, AK)                                                                           9641.00                                 6848.00                                 2140.00                                 5255.00                                 11515.40                                6840.00                                 8014.00                                 28037.80                                6904.40                                 0.00                                    104.00                                  10045.00
Wingtip Toys (Haydenville, OH)                                                                       2050.00                                 0.00                                    1806.00                                 9634.00                                 1512.00                                 1845.00                                 6530.70                                 21373.25                                23637.15                                4796.00                                 7414.00                                 6274.00
Wingtip Toys (Head Office)                                                                           1841.50                                 1609.00                                 1725.00                                 2662.40                                 13386.00                                524.00                                  15023.00                                6742.00                                 9184.80                                 5498.40                                 6759.00                                 4184.00
Wingtip Toys (Heartwell, NE)                                                                         0.00                                    0.00                                    2977.40                                 2570.70                                 7957.65                                 6709.00                                 3597.20                                 7224.60                                 13828.00                                6185.00                                 8121.00                                 3577.20
Wingtip Toys (Helotes, TX)                                                                           2264.00                                 2128.00                                 9161.05                                 9498.90                                 8651.60                                 3290.80                                 1985.20                                 0.00                                    6244.80                                 3368.00                                 8979.50                                 4016.40
Wingtip Toys (Herlong, CA)                                                                           3417.10                                 0.00                                    3462.00                                 3136.40                                 6641.10                                 8018.80                                 26214.20                                5041.50                                 1569.00                                 20458.80                                5338.00                                 1867.00
Wingtip Toys (Highland Home, AL)                                                                     34258.70                                3365.40                                 0.00                                    9576.35                                 12214.00                                6307.20                                 569.00                                  0.00                                    12820.00                                5373.75                                 21921.50                                2731.60
Wingtip Toys (Hollandsburg, IN)                                                                      13418.00                                7025.40                                 4020.00                                 2487.00                                 3403.20                                 9140.00                                 0.00                                    4792.00                                 9795.00                                 974.00                                  1385.00                                 0.00
Wingtip Toys (Homer City, PA)                                                                        10406.25                                9595.20                                 7082.00                                 13543.80                                5312.25                                 6596.60                                 6384.05                                 692.00                                  4063.00                                 21629.65                                739.85                                  9384.00
Wingtip Toys (Huntingburg, IN)                                                                       11990.00                                148.40                                  1347.50                                 12258.00                                1861.40                                 9625.50                                 12058.00                                1848.00                                 6842.20                                 0.00                                    2719.50                                 4309.00
Wingtip Toys (Idaho City, ID)                                                                        5299.20                                 2976.00                                 5721.40                                 3608.80                                 6647.95                                 0.00                                    1550.40                                 11379.30                                11569.90                                6642.90                                 4381.00                                 7869.00
Wingtip Toys (Indian Creek, IL)                                                                      3127.80                                 2029.00                                 4688.00                                 4159.00                                 9710.80                                 3435.40                                 15963.15                                2352.00                                 0.00                                    4148.40                                 90.00                                   14583.00
Wingtip Toys (Isabela, PR)                                                                           4703.00                                 628.00                                  15566.00                                9655.00                                 3569.00                                 11299.50                                4828.00                                 0.00                                    9377.00                                 5119.00                                 5537.00                                 4308.50
Wingtip Toys (Islip Terrace, NY)                                                                     9241.60                                 5865.60                                 24807.25                                0.00                                    25347.00                                12001.20                                3157.00                                 4559.00                                 4625.25                                 3442.00                                 1482.00                                 1909.20
Wingtip Toys (Jamison, IA)                                                                           5338.00                                 1113.00                                 2602.00                                 17125.00                                12799.80                                4721.00                                 9333.60                                 22983.80                                4904.20                                 3476.00                                 2118.00                                 2227.80
Wingtip Toys (Jeromesville, OH)                                                                      8980.00                                 2608.00                                 628.00                                  6718.20                                 799.20                                  1394.40                                 3672.00                                 4761.00                                 1204.20                                 6019.50                                 21324.00                                3859.00
Wingtip Toys (Johnetta, KY)                                                                          15132.50                                1341.00                                 7245.50                                 4594.00                                 195.00                                  1971.50                                 10783.60                                1762.00                                 14367.80                                0.00                                    22641.10                                3659.30
Wingtip Toys (Kapa'a, HI)                                                                            5806.00                                 484.00                                  1806.00                                 10425.75                                4647.50                                 5799.00                                 18609.20                                9888.00                                 8372.00                                 10447.00                                4010.50                                 5401.60
Wingtip Toys (Karthaus, PA)                                                                          3375.00                                 497.00                                  3423.00                                 2011.50                                 12888.80                                4718.50                                 9112.75                                 300.00                                  2718.00                                 15934.95                                0.00                                    5350.60
Wingtip Toys (Keosauqua, IA)                                                                         9264.00                                 4163.80                                 17673.00                                22578.25                                1192.50                                 1974.00                                 50.00                                   1524.00                                 0.00                                    9532.25                                 0.00                                    0.00
Wingtip Toys (Key Biscayne, FL)                                                                      22856.00                                8472.50                                 6239.20                                 11425.40                                8049.00                                 12388.00                                0.00                                    2155.90                                 3228.15                                 8104.00                                 11413.40                                16137.60
Wingtip Toys (Knights Landing, CA)                                                                   7718.00                                 1344.00                                 4021.00                                 4742.30                                 8081.40                                 3648.00                                 5400.00                                 4181.00                                 8213.00                                 7070.00                                 4014.20                                 15725.20
Wingtip Toys (Lake Davis, CA)                                                                        649.00                                  0.00                                    2254.60                                 22989.30                                2822.60                                 7027.25                                 0.00                                    3747.00                                 3290.50                                 5240.40                                 14317.20                                6607.70
Wingtip Toys (Lake Ronkonkoma, NY)                                                                   27443.00                                15213.00                                2600.00                                 5187.95                                 1792.50                                 18743.60                                15639.15                                7231.80                                 6136.60                                 12706.80                                1764.00                                 21286.00
Wingtip Toys (Leathersville, GA)                                                                     3288.50                                 0.00                                    6961.80                                 16677.00                                6824.00                                 10419.00                                19883.20                                0.00                                    19132.30                                15389.60                                2938.00                                 6149.10
Wingtip Toys (Lexington Heights, MI)                                                                 6793.00                                 11444.00                                7917.00                                 2040.00                                 2973.10                                 0.00                                    5048.40                                 8651.00                                 588.00                                  1369.00                                 9240.00                                 20077.00
Wingtip Toys (Liberty Grove, MD)                                                                     6842.50                                 940.50                                  8848.00                                 5317.25                                 7833.60                                 2560.00                                 2765.90                                 4888.00                                 12516.50                                6297.00                                 4101.00                                 0.00
Wingtip Toys (Licking, MO)                                                                           5996.00                                 0.00                                    3272.00                                 0.00                                    14316.00                                7982.00                                 6382.80                                 648.00                                  619.25                                  5026.60                                 11589.00                                21816.80
Wingtip Toys (Lilbourn, MO)                                                                          543.00                                  11119.70                                5090.50                                 8765.00                                 8064.35                                 6853.20                                 4070.50                                 6105.60                                 1846.50                                 20460.00                                1080.00                                 18522.00
Wingtip Toys (Lime Lake, NY)                                                                         3654.00                                 0.00                                    3107.95                                 3995.80                                 25184.00                                21719.80                                7657.00                                 8018.50                                 3596.00                                 32686.50                                2750.40                                 3807.00
Wingtip Toys (Lost River, ID)                                                                        3980.00                                 4679.50                                 9523.00                                 37145.20                                6571.50                                 2433.20                                 3931.20                                 492.00                                  4902.20                                 654.00                                  9404.75                                 2338.00
Wingtip Toys (Lostine, OR)                                                                           6045.80                                 11230.00                                5865.75                                 4260.00                                 4266.00                                 8878.60                                 0.00                                    2820.60                                 4057.00                                 26590.00                                0.00                                    3856.00
Wingtip Toys (Lowellville, OH)                                                                       3790.90                                 2256.00                                 8754.60                                 6484.50                                 207.50                                  17435.00                                2427.00                                 7337.60                                 6384.50                                 1649.00                                 2373.50                                 1824.00
Wingtip Toys (Lucasville, OH)                                                                        8539.75                                 3485.00                                 341.00                                  694.40                                  1420.00                                 10295.30                                1928.80                                 5285.50                                 3828.40                                 648.00                                  0.00                                    3725.00
Wingtip Toys (Lynne, FL)                                                                             22199.80                                2677.40                                 10422.70                                22277.65                                1000.00                                 4322.00                                 6384.00                                 8039.00                                 4213.10                                 7300.50                                 6829.60                                 12486.50
Wingtip Toys (Lytle, TX)                                                                             3443.00                                 2752.00                                 2183.00                                 10098.50                                5792.00                                 9866.45                                 2622.40                                 3031.00                                 0.00                                    23652.30                                2313.40                                 4780.40
Wingtip Toys (Mahaffey, PA)                                                                          4958.00                                 10512.00                                12218.50                                6479.00                                 152.00                                  5914.40                                 9544.60                                 8793.00                                 3230.00                                 1251.00                                 764.00                                  15883.30
Wingtip Toys (Marfa, TX)                                                                             1984.00                                 2377.00                                 0.00                                    0.00                                    13986.40                                7902.60                                 2460.40                                 11567.20                                9122.25                                 7170.40                                 16798.00                                10793.00
Wingtip Toys (Marin City, CA)                                                                        2616.40                                 5141.00                                 853.40                                  0.00                                    2316.00                                 1355.25                                 7239.00                                 5527.00                                 545.00                                  5124.45                                 4435.00                                 0.00
Wingtip Toys (Marion Junction, AL)                                                                   12744.60                                5097.00                                 8066.00                                 454.00                                  3722.00                                 9072.10                                 6932.00                                 8508.75                                 692.00                                  0.00                                    6508.70                                 0.00
Wingtip Toys (Mauldin, SC)                                                                           9843.00                                 1554.50                                 11882.60                                6792.00                                 5715.30                                 3117.25                                 826.00                                  6065.80                                 0.00                                    3141.00                                 8907.35                                 5666.30
Wingtip Toys (Mayhill, NM)                                                                           0.00                                    3107.20                                 6462.00                                 2808.00                                 0.00                                    8637.00                                 11166.80                                5006.00                                 12058.00                                2369.90                                 6742.00                                 15991.00
Wingtip Toys (McAdenville, NC)                                                                       8383.60                                 359.00                                  10910.00                                576.00                                  4010.00                                 7505.00                                 5991.75                                 6502.00                                 776.00                                  9848.00                                 7546.40                                 7350.00
Wingtip Toys (Mendoza, TX)                                                                           6458.25                                 3060.60                                 12798.40                                0.00                                    13384.00                                7128.00                                 2612.00                                 3036.40                                 203.00                                  1296.20                                 8029.20                                 9094.50
Wingtip Toys (Mickleton, NJ)                                                                         597.20                                  2915.60                                 327.50                                  9160.00                                 1839.60                                 8754.90                                 3684.70                                 14020.40                                14024.00                                8822.40                                 19969.90                                4327.00
Wingtip Toys (Mier, IN)                                                                              19549.00                                3925.50                                 1651.00                                 3620.20                                 784.80                                  4198.20                                 8706.40                                 2640.00                                 10480.00                                3572.00                                 11350.50                                10905.00
Wingtip Toys (Miesville, MN)                                                                         6715.60                                 0.00                                    11874.60                                22316.60                                2165.00                                 379.00                                  1603.00                                 3116.20                                 0.00                                    5007.85                                 2133.00                                 6575.00
Wingtip Toys (Molalla, OR)                                                                           2197.00                                 0.00                                    7636.00                                 18911.85                                930.50                                  6190.00                                 0.00                                    0.00                                    447.75                                  5750.20                                 0.00                                    7808.00
Wingtip Toys (Montoya, NM)                                                                           5701.00                                 6461.00                                 8852.00                                 10974.00                                2453.00                                 28761.00                                766.00                                  4082.20                                 12911.75                                8206.00                                 6229.50                                 3745.90
Wingtip Toys (Mooringsport, LA)                                                                      19254.10                                126.00                                  4729.60                                 3936.50                                 7203.50                                 7824.00                                 10902.10                                3468.00                                 849.00                                  7657.80                                 2805.00                                 5456.00
Wingtip Toys (Morita, TX)                                                                            2666.00                                 0.00                                    2619.25                                 1940.80                                 3200.50                                 17298.40                                9278.00                                 7334.15                                 8570.00                                 3888.00                                 1441.80                                 3097.95
Wingtip Toys (Morrison Bluff, AR)                                                                    0.00                                    15731.00                                3800.60                                 2808.60                                 8063.30                                 8210.95                                 4523.00                                 5441.00                                 20011.00                                1138.00                                 13283.90                                1049.40
Wingtip Toys (Morton Grove, IL)                                                                      9544.40                                 10276.40                                2461.60                                 1526.00                                 11894.00                                3772.25                                 1754.00                                 10881.00                                1400.00                                 2374.80                                 0.00                                    0.00
Wingtip Toys (Mount Summit, IN)                                                                      4332.00                                 2022.00                                 6976.75                                 0.00                                    0.00                                    9003.00                                 12356.40                                455.00                                  4704.60                                 0.00                                    11998.00                                4932.00
Wingtip Toys (Munich, ND)                                                                            3083.60                                 4000.00                                 2441.00                                 6259.00                                 22241.00                                2125.00                                 3193.25                                 1124.00                                 4000.00                                 6732.00                                 3576.60                                 7382.75
Wingtip Toys (Naches, WA)                                                                            1462.00                                 4365.00                                 11875.40                                376.00                                  0.00                                    7426.00                                 3300.00                                 3181.60                                 11538.15                                4860.00                                 11415.00                                3964.40
Wingtip Toys (Necedah, WI)                                                                           0.00                                    0.00                                    1383.30                                 2293.00                                 0.00                                    19544.50                                657.00                                  6845.50                                 5923.50                                 1084.00                                 1781.00                                 1276.00
Wingtip Toys (New Laguna, NM)                                                                        2134.00                                 2590.00                                 12772.00                                1638.00                                 6263.00                                 3892.55                                 7230.05                                 6447.80                                 3656.35                                 5023.90                                 1110.00                                 15608.40
Wingtip Toys (Nichols Hills, OK)                                                                     15980.60                                4629.80                                 3618.00                                 14478.50                                10961.70                                6161.00                                 2784.00                                 6916.00                                 11181.20                                1781.00                                 2214.50                                 3509.50
Wingtip Toys (North Beach Haven, NJ)                                                                 6815.00                                 3178.00                                 0.00                                    722.50                                  9766.00                                 5949.00                                 9229.80                                 5569.00                                 5104.00                                 6759.50                                 10724.40                                2212.80
Wingtip Toys (North Manitou, MI)                                                                     7427.30                                 0.00                                    5062.00                                 7364.00                                 19294.35                                0.00                                    7079.40                                 9259.20                                 3664.60                                 12312.50                                1217.00                                 3619.00
Wingtip Toys (Nuangola, PA)                                                                          934.80                                  1190.00                                 2415.00                                 979.25                                  2046.00                                 3165.20                                 3298.90                                 789.00                                  2405.00                                 3900.00                                 6189.60                                 5434.00
Wingtip Toys (Oak Point, TX)                                                                         2244.45                                 8155.60                                 6261.00                                 4859.00                                 0.00                                    5375.40                                 733.30                                  9311.10                                 12572.00                                49750.20                                5440.50                                 13375.00
Wingtip Toys (Obetz, OH)                                                                             2566.00                                 2214.50                                 8309.60                                 4756.20                                 7137.75                                 8362.30                                 3885.40                                 0.00                                    4650.00                                 5380.00                                 2632.00                                 125.00
Wingtip Toys (Obion, TN)                                                                             0.00                                    0.00                                    4638.00                                 11911.50                                13253.00                                5871.60                                 5858.50                                 10954.00                                3348.30                                 2202.75                                 2315.00                                 4345.80
Wingtip Toys (Omer, MI)                                                                              4438.00                                 5519.00                                 24412.40                                2416.80                                 23716.50                                4458.00                                 2243.00                                 2838.50                                 6779.80                                 1303.00                                 6611.00                                 581.00
Wingtip Toys (Oologah, OK)                                                                           6253.40                                 6021.00                                 25980.80                                5131.80                                 3859.50                                 13398.40                                22064.00                                2841.40                                 430.00                                  6984.80                                 0.00                                    14169.45
Wingtip Toys (Orick, CA)                                                                             308.00                                  11063.30                                10132.00                                3453.00                                 3135.00                                 2272.00                                 4756.00                                 3158.40                                 11937.75                                0.00                                    10653.90                                1471.00
Wingtip Toys (Ovilla, TX)                                                                            5682.60                                 7447.75                                 8432.20                                 2436.00                                 3040.55                                 8701.55                                 3028.00                                 6434.50                                 0.00                                    9623.70                                 9416.80                                 4677.00
Wingtip Toys (Palmas del Mar, PR)                                                                    1219.20                                 0.00                                    7381.40                                 10085.20                                0.00                                    3072.00                                 18020.40                                5332.10                                 3333.60                                 11982.75                                0.00                                    2987.00
Wingtip Toys (Paw Paw Lake, MI)                                                                      2922.60                                 5905.50                                 7040.25                                 0.00                                    6384.80                                 8700.20                                 8111.00                                 10836.00                                5066.50                                 1835.50                                 5970.20                                 2235.50
Wingtip Toys (Pawlet, VT)                                                                            2264.00                                 3231.00                                 8395.75                                 18855.40                                8163.60                                 187.00                                  21155.00                                10664.00                                1090.00                                 1625.80                                 3888.00                                 4849.25
